th,diffh1,xdiffh1,tdiffh1,diffh2,xdiffh2,tdiffh2,diffh3,xdiffh3,tdiffh3,diffh4,xdiffh4,tdiffh4,diffh5,xdiffh5,tdiffh5,ta,diffa1,xdiffa1,tdiffa1,diffa2,xdiffa2,tdiffa2,diffa3,xdiffa3,tdiffa3,diffa4,xdiffa4,tdiffa4,diffa5,xdiffa5,tdiffa5,hs,as
5,-3,-1.7999999999999998,1,0,4.300000000000001,10,-5,-1.9000000000000004,15,1,2.3,8,-1,0.20000000000000018,17,11,-1,6.5,-2,-2,-1.8000000000000007,-4,-2,-1.7999999999999998,-1,0,-0.39999999999999947,3,-2,-4.699999999999999,-2,3,1
7,1,-6.5,2,2,-1.2999999999999998,-7,3,-2.6999999999999984,-3,4,5.1,3,0,-1.4,3,2,3,1.7999999999999998,-1,-2,-5.8,4,2,2.8999999999999995,7,2,4.4,15,2,5.7,6,6,0
13,-2,-4.700000000000001,4,-1,4.1,2,-2,-2.8999999999999995,-7,0,0.39999999999999947,-3,-5,-3.5999999999999996,4,9,-1,-2.0000000000000004,-2,-5,-7.300000000000002,-6,1,-1.0,10,1,1.8000000000000003,2,-2,-5.7,-6,7,1
6,-2,5.1,3,-2,1.2999999999999998,7,3,-0.5,13,1,-4.5,-1,5,6.6,6,14,-1,3.0999999999999996,3,0,-4.300000000000001,-10,-1,-2.0999999999999996,-8,-1,-6.500000000000002,4,0,-4.0,-2,4,3
8,2,-5.1,-3,-1,-2.4999999999999996,9,2,-0.39999999999999947,4,-1,-2.3,-8,-2,-1.9000000000000008,-1,12,2,2.0000000000000004,2,1,-4.1,-2,5,1.9000000000000004,-15,-2,-2.7,-7,0,1.4,-3,2,3
18,-3,1.4000000000000004,-14,-2,-4.7,-17,1,-0.20000000000000018,-8,-1,1.0,-10,-2,-4.4,-15,5,0,1.1999999999999997,-2,1,2.0000000000000004,2,2,5.8,-4,2,1.7999999999999998,1,2,2.7,7,1,6
1,0,-1.1999999999999997,2,2,4.7,17,5,7.300000000000002,6,1,2.5999999999999996,12,4,5.4,4,11,6,3.6999999999999993,-4,-2,-4.700000000000001,4,-1,4.1,2,-2,-2.8999999999999995,-7,0,0.39999999999999947,-3,1,1
17,-2,1.2000000000000002,2,2,4.700000000000001,-4,-1,-2.8,1,-1,-2.5999999999999996,-12,-1,-1.8000000000000003,-2,7,6,2.3000000000000003,-5,1,-6.5,2,2,-1.2999999999999998,-7,3,-2.6999999999999984,-3,4,5.1,3,0,5
13,-2,-4.099999999999999,-6,-1,6.5,-2,-2,-1.8000000000000007,-4,-2,-1.7999999999999998,-1,0,-0.39999999999999947,3,16,0,0.8000000000000007,-6,-2,-2.0000000000000004,-2,1,2.8,-1,-2,0.39999999999999947,-4,1,6.500000000000002,-4,2,2
12,0,-0.8000000000000007,6,0,3.5999999999999996,-7,-1,0.20000000000000018,8,-3,2.6999999999999984,3,-4,-5.4,-4,6,1,5.6,8,-2,5.1,3,-2,1.2999999999999998,7,3,-0.5,13,1,-4.5,-1,1,2
15,-1,-5.6,-8,-1,3.0999999999999996,3,0,-4.300000000000001,-10,-1,-2.0999999999999996,-8,-1,-6.500000000000002,4,8,-1,1.0,4,2,-5.1,-3,-1,-2.4999999999999996,9,2,-0.39999999999999947,4,-1,-2.3,-8,1,0
4,-6,-2.3000000000000003,5,3,1.7999999999999998,-1,-2,-5.8,4,2,2.8999999999999995,7,2,4.4,15,2,3,-1.4000000000000004,14,0,-3.5999999999999996,7,2,1.8000000000000007,4,1,2.0999999999999996,8,-1,4.5,1,1,1
9,1,-1.0,-4,2,2.0000000000000004,2,1,-4.1,-2,5,1.9000000000000004,-15,-2,-2.7,-7,14,2,-1.2000000000000002,-2,1,-3.0999999999999996,-3,1,2.4999999999999996,-9,-3,0.5,-13,-4,-5.1,-3,2,0
10,-6,-3.6999999999999993,4,-1,-2.0000000000000004,-2,-5,-7.300000000000002,-6,1,-1.0,10,1,1.8000000000000003,2,3,2,4.099999999999999,6,-3,-1.7999999999999998,1,0,4.300000000000001,10,-5,-1.9000000000000004,15,1,2.3,8,1,2
3,5,7.800000000000001,13,0,1.1999999999999997,-2,1,2.0000000000000004,2,2,5.8,-4,2,1.7999999999999998,1,15,0,-1.9000000000000004,-3,0,0.8000000000000007,-6,-2,-2.0000000000000004,-2,1,2.8,-1,-2,0.39999999999999947,-4,2,1
6,0,2.8000000000000007,-2,-6,-2.3000000000000003,5,3,1.7999999999999998,-1,-2,-5.8,4,2,2.8999999999999995,7,14,1,2.3000000000000003,-7,-1,-5.6,-8,-1,3.0999999999999996,3,0,-4.300000000000001,-10,-1,-2.0999999999999996,-8,3,1
17,-5,-2.3000000000000007,-10,-2,1.2000000000000002,2,2,4.700000000000001,-4,-1,-2.8,1,-1,-2.5999999999999996,-12,2,1,1.7999999999999998,7,2,4.099999999999999,6,-3,-1.7999999999999998,1,0,4.300000000000001,10,-5,-1.9000000000000004,15,0,2
13,0,1.9000000000000004,3,-2,-4.099999999999999,-6,-1,6.5,-2,-2,-1.8000000000000007,-4,-2,-1.7999999999999998,-1,9,-1,-2.3000000000000003,7,-1,1.0,4,2,-5.1,-3,-1,-2.4999999999999996,9,2,-0.39999999999999947,4,1,4
12,-1,-0.8999999999999995,-6,0,-0.8000000000000007,6,0,3.5999999999999996,-7,-1,0.20000000000000018,8,-3,2.6999999999999984,3,16,-2,-0.6999999999999993,-5,2,-1.2000000000000002,-2,1,-3.0999999999999996,-3,1,2.4999999999999996,-9,-3,0.5,-13,5,2
11,-1,-1.7999999999999998,-7,-6,-3.6999999999999993,4,-1,-2.0000000000000004,-2,-5,-7.300000000000002,-6,1,-1.0,10,7,5,2.3000000000000007,10,6,2.3000000000000003,-5,1,-6.5,2,2,-1.2999999999999998,-7,3,-2.6999999999999984,-3,2,1
1,0,7.299999999999999,10,0,-1.1999999999999997,2,2,4.7,17,5,7.300000000000002,6,1,2.5999999999999996,12,4,0,-2.8000000000000007,2,3,-1.4000000000000004,14,0,-3.5999999999999996,7,2,1.8000000000000007,4,1,2.0999999999999996,8,1,1
18,-5,-7.800000000000001,-13,-3,1.4000000000000004,-14,-2,-4.7,-17,1,-0.20000000000000018,-8,-1,1.0,-10,10,0,-7.299999999999999,-10,6,3.6999999999999993,-4,-2,-4.700000000000001,4,-1,4.1,2,-2,-2.8999999999999995,-7,0,0
8,2,0.6999999999999993,5,1,-1.0,-4,2,2.0000000000000004,2,1,-4.1,-2,5,1.9000000000000004,-15,5,1,0.8999999999999995,6,1,5.6,8,-2,5.1,3,-2,1.2999999999999998,7,3,-0.5,13,0,2
14,-2,-0.10000000000000053,-8,1,2.3000000000000003,-7,-1,-5.6,-8,-1,3.0999999999999996,3,0,-4.300000000000001,-10,9,-2,5.5,-3,2,0.6999999999999993,5,1,-1.0,-4,2,2.0000000000000004,2,1,-4.1,-2,1,0
16,-3,-1.200000000000001,-4,-2,-0.6999999999999993,-5,2,-1.2000000000000002,-2,1,-3.0999999999999996,-3,1,2.4999999999999996,-9,13,-3,1.2999999999999998,-4,0,1.9000000000000004,3,-2,-4.099999999999999,-6,-1,6.5,-2,-2,-1.8000000000000007,-4,5,2
4,2,-5.5,3,1,0.8999999999999995,6,1,5.6,8,-2,5.1,3,-2,1.2999999999999998,7,5,2,0.10000000000000053,8,0,2.8000000000000007,-2,-6,-2.3000000000000003,5,3,1.7999999999999998,-1,-2,-5.8,4,5,1
6,0,-3.1999999999999993,-3,0,-2.8000000000000007,2,3,-1.4000000000000004,14,0,-3.5999999999999996,7,2,1.8000000000000007,4,17,-2,0.8999999999999995,-15,-5,-2.3000000000000007,-10,-2,1.2000000000000002,2,2,4.700000000000001,-4,-1,-2.8,1,3,0
12,0,-2.2,8,0,-7.299999999999999,-10,6,3.6999999999999993,-4,-2,-4.700000000000001,4,-1,4.1,2,3,1,-0.8000000000000003,12,5,7.800000000000001,13,0,1.1999999999999997,-2,1,2.0000000000000004,2,2,5.8,-4,0,0
2,2,-0.8999999999999995,15,1,1.7999999999999998,7,2,4.099999999999999,6,-3,-1.7999999999999998,1,0,4.300000000000001,10,11,3,1.200000000000001,4,-1,-0.8999999999999995,-6,0,-0.8000000000000007,6,0,3.5999999999999996,-7,-1,0.20000000000000018,8,2,1
8,3,-1.2999999999999998,4,-1,-2.3000000000000003,7,-1,1.0,4,2,-5.1,-3,-1,-2.4999999999999996,9,18,0,2.2,-8,-5,-7.800000000000001,-13,-3,1.4000000000000004,-14,-2,-4.7,-17,1,-0.20000000000000018,-8,0,0
15,-1,0.8000000000000003,-12,0,-1.9000000000000004,-3,0,0.8000000000000007,-6,-2,-2.0000000000000004,-2,1,2.8,-1,10,1,0.8000000000000007,-4,-1,-1.7999999999999998,-7,-6,-3.6999999999999993,4,-1,-2.0000000000000004,-2,-5,-7.300000000000002,-6,0,2
7,-1,-0.8000000000000007,4,5,2.3000000000000007,10,6,2.3000000000000003,-5,1,-6.5,2,2,-1.2999999999999998,-7,1,0,3.1999999999999993,3,0,7.299999999999999,10,0,-1.1999999999999997,2,2,4.7,17,5,7.300000000000002,6,2,4
18,0,-0.6999999999999993,-10,0,2.2,-8,-5,-7.800000000000001,-13,-3,1.4000000000000004,-14,-2,-4.7,-17,7,-2,3.2,-6,-1,-0.8000000000000007,4,5,2.3000000000000007,10,6,2.3000000000000003,-5,1,-6.5,2,0,0
1,2,-3.2,6,0,3.1999999999999993,3,0,7.299999999999999,10,0,-1.1999999999999997,2,2,4.7,17,15,3,3.5,-3,-3,-1.200000000000001,-4,-2,-0.6999999999999993,-5,2,-1.2000000000000002,-2,1,-3.0999999999999996,-3,3,0
6,-4,-9.299999999999999,-1,2,0.10000000000000053,8,0,2.8000000000000007,-2,-6,-2.3000000000000003,5,3,1.7999999999999998,-1,16,-2,2.9000000000000004,-5,-1,0.8000000000000003,-12,0,-1.9000000000000004,-3,0,0.8000000000000007,-6,-2,-2.0000000000000004,-2,2,1
14,-3,-3.5,3,-3,1.2999999999999998,-4,0,1.9000000000000004,3,-2,-4.099999999999999,-6,-1,6.5,-2,10,-1,-0.19999999999999973,5,-2,5.5,-3,2,0.6999999999999993,5,1,-1.0,-4,2,2.0000000000000004,2,1,3
12,-1,-0.8999999999999995,-9,3,1.200000000000001,4,-1,-0.8999999999999995,-6,0,-0.8000000000000007,6,0,3.5999999999999996,-7,13,1,0.19999999999999973,-5,-2,-0.10000000000000053,-8,1,2.3000000000000003,-7,-1,-5.6,-8,-1,3.0999999999999996,3,3,1
8,2,-2.9000000000000004,5,1,0.8000000000000007,-4,-1,-1.7999999999999998,-7,-6,-3.6999999999999993,4,-1,-2.0000000000000004,-2,3,4,9.299999999999999,1,2,-5.5,3,1,0.8999999999999995,6,1,5.6,8,-2,5.1,3,0,2
4,0,-1.0,9,1,-0.8000000000000003,12,5,7.800000000000001,13,0,1.1999999999999997,-2,1,2.0000000000000004,2,2,1,0.8999999999999995,9,2,-0.8999999999999995,15,1,1.7999999999999998,7,2,4.099999999999999,6,-3,-1.7999999999999998,1,1,2
17,-3,-1.5,-11,-2,0.8999999999999995,-15,-5,-2.3000000000000007,-10,-2,1.2000000000000002,2,2,4.700000000000001,-4,9,0,0.6999999999999993,10,3,-1.2999999999999998,4,-1,-2.3000000000000003,7,-1,1.0,4,2,-5.1,-3,4,1
11,0,1.0,-9,0,-2.2,8,0,-7.299999999999999,-10,6,3.6999999999999993,-4,-2,-4.700000000000001,4,5,3,1.5,11,0,-3.1999999999999993,-3,0,-2.8000000000000007,2,3,-1.4000000000000004,14,0,-3.5999999999999996,7,3,0
13,-2,0.7999999999999989,-1,1,0.19999999999999973,-5,-2,-0.10000000000000053,-8,1,2.3000000000000003,-7,-1,-5.6,-8,14,-2,-0.8000000000000007,-4,-3,-3.5,3,-3,1.2999999999999998,-4,0,1.9000000000000004,3,-2,-4.099999999999999,-6,1,0
15,-3,-7.800000000000001,-14,3,3.5,-3,-3,-1.200000000000001,-4,-2,-0.6999999999999993,-5,2,-1.2000000000000002,-2,4,1,-0.09999999999999964,10,-4,-9.299999999999999,-1,2,0.10000000000000053,8,0,2.8000000000000007,-2,-6,-2.3000000000000003,5,0,2
10,-3,-2.6000000000000005,8,0,0.6999999999999993,10,3,-1.2999999999999998,4,-1,-2.3000000000000003,7,-1,1.0,4,1,3,7.800000000000001,14,2,-3.2,6,0,3.1999999999999993,3,0,7.299999999999999,10,0,-1.1999999999999997,2,3,2
17,-1,0.09999999999999964,-10,-2,2.9000000000000004,-5,-1,0.8000000000000003,-12,0,-1.9000000000000004,-3,0,0.8000000000000007,-6,11,3,-0.5000000000000004,-6,0,1.0,-9,0,-2.2,8,0,-7.299999999999999,-10,6,3.6999999999999993,-4,3,0
7,0,-4.5,11,-2,3.2,-6,-1,-0.8000000000000007,4,5,2.3000000000000007,10,6,2.3000000000000003,-5,5,-1,-0.9000000000000004,-2,0,-1.0,9,1,-0.8000000000000003,12,5,7.800000000000001,13,0,1.1999999999999997,-2,0,3
6,-3,0.5000000000000004,6,3,1.5,11,0,-3.1999999999999993,-3,0,-2.8000000000000007,2,3,-1.4000000000000004,14,9,-2,-4.799999999999999,-5,2,-2.9000000000000004,5,1,0.8000000000000007,-4,-1,-1.7999999999999998,-7,-6,-3.6999999999999993,4,2,0
2,1,0.9000000000000004,2,1,0.8999999999999995,9,2,-0.8999999999999995,15,1,1.7999999999999998,7,2,4.099999999999999,6,18,0,4.5,-11,0,-0.6999999999999993,-10,0,2.2,-8,-5,-7.800000000000001,-13,-3,1.4000000000000004,-14,0,0
3,2,4.799999999999999,5,4,9.299999999999999,1,2,-5.5,3,1,0.8999999999999995,6,1,5.6,8,16,3,2.6000000000000005,-8,-3,-1.5,-11,-2,0.8999999999999995,-15,-5,-2.3000000000000007,-10,-2,1.2000000000000002,2,4,1
8,2,0.8000000000000007,4,-1,-0.19999999999999973,5,-2,5.5,-3,2,0.6999999999999993,5,1,-1.0,-4,12,2,-0.7999999999999989,1,-1,-0.8999999999999995,-9,3,1.200000000000001,4,-1,-0.8999999999999995,-6,0,-0.8000000000000007,6,2,3
9,1,-0.7000000000000002,-4,2,-0.7999999999999989,1,-1,-0.8999999999999995,-9,3,1.200000000000001,4,-1,-0.8999999999999995,-6,8,1,2.9000000000000004,-9,-3,-2.6000000000000005,8,0,0.6999999999999993,10,3,-1.2999999999999998,4,-1,-2.3000000000000003,7,4,0
12,-3,-1.4000000000000004,6,3,-0.5000000000000004,-6,0,1.0,-9,0,-2.2,8,0,-7.299999999999999,-10,7,-3,-3.8000000000000003,-2,0,-4.5,11,-2,3.2,-6,-1,-0.8000000000000007,4,5,2.3000000000000007,10,0,2
17,-3,1.8000000000000007,-13,3,2.6000000000000005,-8,-3,-1.5,-11,-2,0.8999999999999995,-15,-5,-2.3000000000000007,-10,13,1,3.4000000000000004,1,-2,0.7999999999999989,-1,1,0.19999999999999973,-5,-2,-0.10000000000000053,-8,1,2.3000000000000003,-7,2,0
15,-1,-3.4000000000000004,-1,-2,-0.8000000000000007,-4,-3,-3.5,3,-3,1.2999999999999998,-4,0,1.9000000000000004,3,2,3,-1.8000000000000007,13,2,4.799999999999999,5,4,9.299999999999999,1,2,-5.5,3,1,0.8999999999999995,6,0,1
5,3,3.8000000000000003,2,-1,-0.9000000000000004,-2,0,-1.0,9,1,-0.8000000000000003,12,5,7.800000000000001,13,6,2,4.3,3,-3,0.5000000000000004,6,3,1.5,11,0,-3.1999999999999993,-3,0,-2.8000000000000007,2,2,1
11,-2,-4.3,-3,-2,-4.799999999999999,-5,2,-2.9000000000000004,5,1,0.8000000000000007,-4,-1,-1.7999999999999998,-7,16,-2,0.2999999999999998,-11,-3,-7.800000000000001,-14,3,3.5,-3,-3,-1.200000000000001,-4,-2,-0.6999999999999993,-5,3,0
18,0,-1.7999999999999998,-16,0,4.5,-11,0,-0.6999999999999993,-10,0,2.2,-8,-5,-7.800000000000001,-13,14,3,1.4000000000000004,-6,-1,0.09999999999999964,-10,-2,2.9000000000000004,-5,-1,0.8000000000000003,-12,0,-1.9000000000000004,-3,2,1
4,2,-0.2999999999999998,11,1,-0.09999999999999964,10,-4,-9.299999999999999,-1,2,0.10000000000000053,8,0,2.8000000000000007,-2,10,-1,0.7000000000000002,4,2,0.8000000000000007,4,-1,-0.19999999999999973,5,-2,5.5,-3,2,0.6999999999999993,5,1,1
1,-1,-2.9000000000000004,9,3,7.800000000000001,14,2,-3.2,6,0,3.1999999999999993,3,0,7.299999999999999,10,3,0,1.7999999999999998,16,1,0.9000000000000004,2,1,0.8999999999999995,9,2,-0.8999999999999995,15,1,1.7999999999999998,7,3,0
2,1,3.8000000000000016,13,3,-1.8000000000000007,13,2,4.799999999999999,5,4,9.299999999999999,1,2,-5.5,3,4,1,-0.5,1,3,3.8000000000000003,2,-1,-0.9000000000000004,-2,0,-1.0,9,1,-0.8000000000000003,12,2,1
13,-2,0.7999999999999998,4,1,3.4000000000000004,1,-2,0.7999999999999989,-1,1,0.19999999999999973,-5,-2,-0.10000000000000053,-8,9,3,2.4000000000000004,5,-2,-4.3,-3,-2,-4.799999999999999,-5,2,-2.9000000000000004,5,1,0.8000000000000007,-4,2,1
17,-3,-2.4000000000000004,-5,-2,0.2999999999999998,-11,-3,-7.800000000000001,-14,3,3.5,-3,-3,-1.200000000000001,-4,18,1,-1.7999999999999998,-4,0,-1.7999999999999998,-16,0,4.5,-11,0,-0.6999999999999993,-10,0,2.2,-8,0,2
8,4,3.0000000000000004,-1,1,-0.7000000000000002,-4,2,-0.7999999999999989,1,-1,-0.8999999999999995,-9,3,1.200000000000001,4,16,-1,-3.8000000000000016,-13,-1,-3.4000000000000004,-1,-2,-0.8000000000000007,-4,-3,-3.5,3,-3,1.2999999999999998,-4,1,0
10,-4,-3.0000000000000004,1,1,2.9000000000000004,-9,-3,-2.6000000000000005,8,0,0.6999999999999993,10,3,-1.2999999999999998,4,5,0,-2.000000000000001,6,2,-0.2999999999999998,11,1,-0.09999999999999964,10,-4,-9.299999999999999,-1,2,0.10000000000000053,8,0,0
3,-3,-7.500000000000001,-2,0,1.7999999999999998,16,1,0.9000000000000004,2,1,0.8999999999999995,9,2,-0.8999999999999995,15,12,-2,3.7,-5,-3,-1.4000000000000004,6,3,-0.5000000000000004,-6,0,1.0,-9,0,-2.2,8,0,0
15,-1,1.7999999999999998,4,3,1.4000000000000004,-6,-1,0.09999999999999964,-10,-2,2.9000000000000004,-5,-1,0.8000000000000003,-12,1,3,7.500000000000001,2,-1,-2.9000000000000004,9,3,7.800000000000001,14,2,-3.2,6,0,3.1999999999999993,3,1,2
11,0,2.000000000000001,-6,-1,0.7000000000000002,4,2,0.8000000000000007,4,-1,-0.19999999999999973,5,-2,5.5,-3,14,2,-0.7999999999999998,-4,-3,1.8000000000000007,-13,3,2.6000000000000005,-8,-3,-1.5,-11,-2,0.8999999999999995,-15,4,1
7,2,-3.7,5,-3,-3.8000000000000003,-2,0,-4.5,11,-2,3.2,-6,-1,-0.8000000000000007,4,6,-1,0.5,-1,2,4.3,3,-3,0.5000000000000004,6,3,1.5,11,0,-3.1999999999999993,-3,2,2
12,0,1.1000000000000005,-9,-2,3.7,-5,-3,-1.4000000000000004,6,3,-0.5000000000000004,-6,0,1.0,-9,18,-2,-0.8999999999999999,1,-3,-2.4000000000000004,-5,-2,0.2999999999999998,-11,-3,-7.800000000000001,-14,3,3.5,-3,0,2
1,1,1.9000000000000004,14,3,7.500000000000001,2,-1,-2.9000000000000004,9,3,7.800000000000001,14,2,-3.2,6,13,1,-3.6999999999999993,-4,-2,0.7999999999999998,4,1,3.4000000000000004,1,-2,0.7999999999999989,-1,1,0.19999999999999973,-5,5,3
6,0,-2.1000000000000005,1,-1,0.5,-1,2,4.3,3,-3,0.5000000000000004,6,3,1.5,11,15,-1,-1.9000000000000004,-14,-1,1.7999999999999998,4,3,1.4000000000000004,-6,-1,0.09999999999999964,-10,-2,2.9000000000000004,-5,1,1
14,-3,-6.4,-3,2,-0.7999999999999998,-4,-3,1.8000000000000007,-13,3,2.6000000000000005,-8,-3,-1.5,-11,7,1,3.200000000000001,8,4,3.0000000000000004,-1,1,-0.7000000000000002,-4,2,-0.7999999999999989,1,-1,-0.8999999999999995,-9,1,1
4,-1,2.7,-2,1,-0.5,1,3,3.8000000000000003,2,-1,-0.9000000000000004,-2,0,-1.0,9,10,0,1.0,-5,-4,-3.0000000000000004,1,1,2.9000000000000004,-9,-3,-2.6000000000000005,8,0,0.6999999999999993,10,3,0
17,2,0.8999999999999999,-1,1,-1.7999999999999998,-4,0,-1.7999999999999998,-16,0,4.5,-11,0,-0.6999999999999993,-10,2,1,-2.7,2,1,3.8000000000000016,13,3,-1.8000000000000007,13,2,4.799999999999999,5,4,9.299999999999999,1,2,2
5,0,-1.0,5,0,-2.000000000000001,6,2,-0.2999999999999998,11,1,-0.09999999999999964,10,-4,-9.299999999999999,-1,16,-1,-3.200000000000001,-8,-1,-3.8000000000000016,-13,-1,-3.4000000000000004,-1,-2,-0.8000000000000007,-4,-3,-3.5,3,2,1
11,-1,3.6999999999999993,4,3,2.4000000000000004,5,-2,-4.3,-3,-2,-4.799999999999999,-5,2,-2.9000000000000004,5,9,3,6.4,3,0,2.000000000000001,-6,-1,0.7000000000000002,4,2,0.8000000000000007,4,-1,-0.19999999999999973,5,2,3
8,0,2.1000000000000005,-1,2,-3.7,5,-3,-3.8000000000000003,-2,0,-4.5,11,-2,3.2,-6,3,0,-1.1000000000000005,9,-3,-7.500000000000001,-2,0,1.7999999999999998,16,1,0.9000000000000004,2,1,0.8999999999999995,9,1,1
10,-3,-6.500000000000001,-6,0,1.0,-5,-4,-3.0000000000000004,1,1,2.9000000000000004,-9,-3,-2.6000000000000005,8,11,-1,-0.1999999999999993,-2,-1,3.6999999999999993,4,3,2.4000000000000004,5,-2,-4.3,-3,-2,-4.799999999999999,-5,2,2
13,-2,-4.0,-12,1,-3.6999999999999993,-4,-2,0.7999999999999998,4,1,3.4000000000000004,1,-2,0.7999999999999989,-1,17,0,-3.799999999999999,-15,2,0.8999999999999999,-1,1,-1.7999999999999998,-4,0,-1.7999999999999998,-16,0,4.5,-11,1,1
14,2,-3.7,-6,-2,-0.8999999999999999,1,-3,-2.4000000000000004,-5,-2,0.2999999999999998,-11,-3,-7.800000000000001,-14,3,3,6.500000000000001,6,-1,2.7,-2,1,-0.5,1,3,3.8000000000000003,2,-1,-0.9000000000000004,-2,1,0
18,-1,-0.0,-11,-1,-3.200000000000001,-8,-1,-3.8000000000000016,-13,-1,-3.4000000000000004,-1,-2,-0.8000000000000007,-4,15,0,0.5999999999999996,-7,-3,-6.4,-3,2,-0.7999999999999998,-4,-3,1.8000000000000007,-13,3,2.6000000000000005,-8,3,1
16,0,0.7000000000000002,-9,-1,-1.9000000000000004,-14,-1,1.7999999999999998,4,3,1.4000000000000004,-6,-1,0.09999999999999964,-10,8,0,1.4000000000000004,-5,0,2.1000000000000005,-1,2,-3.7,5,-3,-3.8000000000000003,-2,0,-4.5,11,0,1
2,0,3.799999999999999,15,1,-2.7,2,1,3.8000000000000016,13,3,-1.8000000000000007,13,2,4.799999999999999,5,12,-2,3.7,6,0,1.1000000000000005,-9,-2,3.7,-5,-3,-1.4000000000000004,6,3,-0.5000000000000004,-6,6,1
4,0,-1.4000000000000004,5,0,-1.1000000000000005,9,-3,-7.500000000000001,-2,0,1.7999999999999998,16,1,0.9000000000000004,2,6,0,-0.7000000000000002,9,0,-2.1000000000000005,1,-1,0.5,-1,2,4.3,3,-3,0.5000000000000004,6,2,0
9,1,0.1999999999999993,2,3,6.4,3,0,2.000000000000001,-6,-1,0.7000000000000002,4,2,0.8000000000000007,4,1,2,4.0,12,1,1.9000000000000004,14,3,7.500000000000001,2,-1,-2.9000000000000004,9,3,7.800000000000001,14,2,1
7,0,-0.5999999999999996,7,1,3.200000000000001,8,4,3.0000000000000004,-1,1,-0.7000000000000002,-4,2,-0.7999999999999989,1,5,1,0.0,11,0,-1.0,5,0,-2.000000000000001,6,2,-0.2999999999999998,11,1,-0.09999999999999964,10,1,1
6,-2,2.5,-2,0,-0.7000000000000002,9,0,-2.1000000000000005,1,-1,0.5,-1,2,4.3,3,14,1,-5.899999999999999,-11,2,-3.7,-6,-2,-0.8999999999999999,1,-3,-2.4000000000000004,-5,-2,0.2999999999999998,-11,1,1
4,0,0.5,2,1,0.0,11,0,-1.0,5,0,-2.000000000000001,6,2,-0.2999999999999998,11,16,-2,-1.1000000000000005,3,0,0.5999999999999996,-7,-3,-6.4,-3,2,-0.7999999999999998,-4,-3,1.8000000000000007,-13,1,1
5,-1,5.899999999999999,11,3,6.500000000000001,6,-1,2.7,-2,1,-0.5,1,3,3.8000000000000003,2,9,0,-0.5,-2,0,-0.5999999999999996,7,1,3.200000000000001,8,4,3.0000000000000004,-1,1,-0.7000000000000002,-4,0,3
17,0,0.5000000000000009,-4,0,-3.799999999999999,-15,2,0.8999999999999999,-1,1,-1.7999999999999998,-4,0,-1.7999999999999998,-16,8,1,0.7999999999999998,-8,1,0.1999999999999993,2,3,6.4,3,0,2.000000000000001,-6,-1,0.7000000000000002,4,0,3
3,2,-2.5,2,0,-1.4000000000000004,5,0,-1.1000000000000005,9,-3,-7.500000000000001,-2,0,1.7999999999999998,16,18,-1,-1.1999999999999997,-8,0,0.7000000000000002,-9,-1,-1.9000000000000004,-14,-1,1.7999999999999998,4,3,1.4000000000000004,-6,3,0
7,1,1.1999999999999997,8,0,1.4000000000000004,-5,0,2.1000000000000005,-1,2,-3.7,5,-3,-3.8000000000000003,-2,12,0,-0.5000000000000009,4,-2,-4.0,-12,1,-3.6999999999999993,-4,-2,0.7999999999999998,4,1,3.4000000000000004,1,2,2
2,-1,-0.7999999999999998,8,2,4.0,12,1,1.9000000000000004,14,3,7.500000000000001,2,-1,-2.9000000000000004,9,1,5,-0.5999999999999996,10,0,3.799999999999999,15,1,-2.7,2,1,3.8000000000000016,13,3,-1.8000000000000007,13,4,2
13,-5,0.5999999999999996,-10,-2,3.7,6,0,1.1000000000000005,-9,-2,3.7,-5,-3,-1.4000000000000004,6,10,0,5.1,1,-3,-6.500000000000001,-6,0,1.0,-5,-4,-3.0000000000000004,1,1,2.9000000000000004,-9,0,0
11,0,-5.1,-1,-1,-0.1999999999999993,-2,-1,3.6999999999999993,4,3,2.4000000000000004,5,-2,-4.3,-3,15,2,1.1000000000000005,-3,-1,-0.0,-11,-1,-3.200000000000001,-8,-1,-3.8000000000000016,-13,-1,-3.4000000000000004,-1,1,2
12,0,-3.6000000000000005,-5,0,-0.5000000000000009,4,-2,-4.0,-12,1,-3.6999999999999993,-4,-2,0.7999999999999998,4,13,0,4.7,-3,-5,0.5999999999999996,-10,-2,3.7,6,0,1.1000000000000005,-9,-2,3.7,-5,1,3
2,-2,-3.9,1,5,-0.5999999999999996,10,0,3.799999999999999,15,1,-2.7,2,1,3.8000000000000016,13,3,3,-2.3,15,2,-2.5,2,0,-1.4000000000000004,5,0,-1.1000000000000005,9,-3,-7.500000000000001,-2,2,1
4,0,2.6999999999999993,12,0,0.5,2,1,0.0,11,0,-1.0,5,0,-2.000000000000001,6,1,2,3.9,-1,-1,-0.7999999999999998,8,2,4.0,12,1,1.9000000000000004,14,3,7.500000000000001,2,0,1
7,3,2.6999999999999993,9,1,0.7999999999999998,-8,1,0.1999999999999993,2,3,6.4,3,0,2.000000000000001,-6,6,0,7.399999999999999,8,-2,2.5,-2,0,-0.7000000000000002,9,0,-2.1000000000000005,1,-1,0.5,-1,3,1
8,3,2.9000000000000004,-4,0,-0.5,-2,0,-0.5999999999999996,7,1,3.200000000000001,8,4,3.0000000000000004,-1,11,-1,0.20000000000000018,4,0,-5.1,-1,-1,-0.1999999999999993,-2,-1,3.6999999999999993,4,3,2.4000000000000004,5,2,2
